cod,desc,tipo,tipo_comune,dt_agg,cod_ele,cod_regione,regione,cod_provincia,provincia,cod_provincia_2,cod_comune
080610610070,CADEO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0070
080610610080,CALENDASCO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0080
080610610100,CAORSO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0100
080610610110,CARPANETO PIACENTINO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0110
080610610120,CASTELL'ARQUATO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0120
080610610130,CASTEL SAN GIOVANNI,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0130
080610610140,CASTELVETRO PIACENTINO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0140
080610610150,CERIGNALE,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0150
080610610160,COLI,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0160
080610610170,CORTE BRUGNATELLA,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0170
080610610180,CORTEMAGGIORE,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0180
080610610190,FARINI,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0190
080610610200,FERRIERE,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0200
080610610210,FIORENZUOLA D'ARDA,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0210
080610610220,GAZZOLA,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0220
080610610230,GOSSOLENGO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0230
080610610240,GRAGNANO TREBBIENSE,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0240
080610610250,GROPPARELLO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0250
080610610260,LUGAGNANO VAL D'ARDA,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0260
080610610270,MONTICELLI D'ONGINA,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0270
080610610280,MORFASSO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0280
080610610300,OTTONE,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0300
080610610320,PIACENZA,CM,M,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0320
080610610330,PIANELLO VAL TIDONE,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0330
080610610340,PIOZZANO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0340
080610610350,PODENZANO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0350
080610610360,PONTE DELL'OLIO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0360
080610610370,PONTENURE,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0370
080610610380,RIVERGARO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0380
080610610390,ROTTOFRENO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0390
080610610400,SAN GIORGIO PIACENTINO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0400
080610610410,SAN PIETRO IN CERRO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0410
080610610420,SARMATO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0420
080610610430,TRAVO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0430
080610610440,VERNASCA,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0440
080610610450,VIGOLZONE,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0450
080610610460,VILLANOVA SULL'ARDA,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0460
080610610470,ZERBA,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0470
080610610480,ZIANO PIACENTINO,CM,N,,7,08,EMILIA-ROMAGNA,061,PIACENZA,061,0480
080660000000,RAVENNA,CR,,,7,08,EMILIA-ROMAGNA,066,RAVENNA,000,0000
080660660000,RAVENNA,PR,,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0000
080660660010,ALFONSINE,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0010
080660660020,BAGNACAVALLO,CM,M,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0020
080660660030,BAGNARA DI ROMAGNA,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0030
080660660040,BRISIGHELLA,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0040
080660660050,CASOLA VALSENIO,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0050
080660660060,CASTEL BOLOGNESE,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0060
080660660070,CERVIA,CM,M,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0070
080660660080,CONSELICE,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0080
080660660090,COTIGNOLA,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0090
080660660100,FAENZA,CM,M,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0100
080660660110,FUSIGNANO,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0110
080660660120,LUGO,CM,M,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0120
080660660130,MASSA LOMBARDA,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0130
080660660140,RAVENNA,CM,M,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0140
080660660150,RIOLO TERME,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0150
080660660160,RUSSI,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0160
080660660170,SANT'AGATA SUL SANTERNO,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0170
080660660180,SOLAROLO,CM,N,,7,08,EMILIA-ROMAGNA,066,RAVENNA,066,0180
080680000000,REGGIO NELL'EMILIA,CR,,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,000,0000
080680680000,REGGIO NELL'EMILIA,PR,,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0000
080680680010,ALBINEA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0010
080680680020,BAGNOLO IN PIANO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0020
080680680030,BAISO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0030
080680680040,BIBBIANO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0040
080680680050,BORETTO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0050
080680680060,BRESCELLO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0060
080680680080,CADELBOSCO DI SOPRA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0080
080680680090,CAMPAGNOLA EMILIA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0090
080680680100,CAMPEGINE,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0100
080680680110,CARPINETI,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0110
080680680120,CASALGRANDE,CM,M,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0120
080680680130,CASINA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0130
080680680140,CASTELLARANO,CM,M,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0140
080680680150,CASTELNOVO DI SOTTO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0150
080680680160,CASTELNOVO NE' MONTI,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0160
080680680170,CAVRIAGO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0170
080680680180,CANOSSA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0180
080680680200,CORREGGIO,CM,M,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0200
080680680210,FABBRICO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0210
080680680220,GATTATICO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0220
080680680230,GUALTIERI,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0230
080680680240,GUASTALLA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0240
080680680260,LUZZARA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0260
080680680270,MONTECCHIO EMILIA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0270
080680680280,NOVELLARA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0280
080680680290,POVIGLIO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0290
080680680300,QUATTRO CASTELLA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0300
080680680320,REGGIOLO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0320
080680680330,REGGIO NELL'EMILIA,CM,M,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0330
080680680340,RIO SALICETO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0340
080680680350,ROLO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0350
080680680360,RUBIERA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0360
080680680370,SAN MARTINO IN RIO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0370
080680680380,SAN POLO D'ENZA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0380
080680680390,SANT'ILARIO D'ENZA,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0390
080680680400,SCANDIANO,CM,M,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0400
080680680410,TOANO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0410
080680680415,VENTASSO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0415
080680680420,VETTO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0420
080680680430,VEZZANO SUL CROSTOLO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0430
080680680440,VIANO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0440
080680680450,VILLA MINOZZO,CM,N,,7,08,EMILIA-ROMAGNA,068,REGGIO NELL'EMILIA,068,0450
081010000000,RIMINI,CR,,,7,08,EMILIA-ROMAGNA,101,RIMINI,000,0000
081011010000,RIMINI,PR,,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0000
081011010010,BELLARIA-IGEA MARINA,CM,M,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0010
081011010015,CASTELDELCI,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0015
081011010020,CATTOLICA,CM,M,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0020
081011010030,CORIANO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0030
081011010040,GEMMANO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0040
081011010045,MAIOLO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0045
081011010050,MISANO ADRIATICO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0050
081011010060,MONDAINO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0060
081011010072,MONTECOPIOLO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0072
081011010080,MONTEFIORE CONCA,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0080
081011010090,MONTEGRIDOLFO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0090
081011010101,MONTESCUDO - MONTE COLOMBO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0101
081011010110,MORCIANO DI ROMAGNA,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0110
081011010115,NOVAFELTRIA,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0115
081011010116,PENNABILLI,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0116
081011010125,POGGIO TORRIANA,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0125
081011010130,RICCIONE,CM,M,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0130
081011010140,RIMINI,CM,M,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0140
081011010150,SALUDECIO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0150
081011010160,SAN CLEMENTE,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0160
081011010170,SAN GIOVANNI IN MARIGNANO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0170
081011010175,SAN LEO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0175
081011010176,SANT'AGATA FELTRIA,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0176
081011010180,SANTARCANGELO DI ROMAGNA,CM,M,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0180
081011010183,SASSOFELTRIO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0183
081011010185,TALAMELLO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0185
081011010200,VERUCCHIO,CM,N,,7,08,EMILIA-ROMAGNA,101,RIMINI,101,0200
100000000000,UMBRIA,RE,,,7,10,UMBRIA,000,Unknown,000,0000
103040000000,CIRCOSCRIZIONE UMBRIA,CR,,,7,10,UMBRIA,304,TERNI,000,0000
103040580000,PERUGIA,PR,,,7,10,UMBRIA,304,TERNI,058,0000
103040580010,ASSISI,CM,M,,7,10,UMBRIA,304,TERNI,058,0010
103040580020,BASTIA UMBRA,CM,M,,7,10,UMBRIA,304,TERNI,058,0020
103040580030,BETTONA,CM,N,,7,10,UMBRIA,304,TERNI,058,0030
103040580040,BEVAGNA,CM,N,,7,10,UMBRIA,304,TERNI,058,0040
103040580050,CAMPELLO SUL CLITUNNO,CM,N,,7,10,UMBRIA,304,TERNI,058,0050
103040580060,CANNARA,CM,N,,7,10,UMBRIA,304,TERNI,058,0060
103040580070,CASCIA,CM,N,,7,10,UMBRIA,304,TERNI,058,0070
103040580080,CASTEL RITALDI,CM,N,,7,10,UMBRIA,304,TERNI,058,0080
103040580090,CASTIGLIONE DEL LAGO,CM,M,,7,10,UMBRIA,304,TERNI,058,0090
103040580100,CERRETO DI SPOLETO,CM,N,,7,10,UMBRIA,304,TERNI,058,0100
103040580110,CITERNA,CM,N,,7,10,UMBRIA,304,TERNI,058,0110
103040580120,CITTA' DELLA PIEVE,CM,N,,7,10,UMBRIA,304,TERNI,058,0120
103040580130,CITTA' DI CASTELLO,CM,M,,7,10,UMBRIA,304,TERNI,058,0130
103040580140,COLLAZZONE,CM,N,,7,10,UMBRIA,304,TERNI,058,0140
103040580150,CORCIANO,CM,M,,7,10,UMBRIA,304,TERNI,058,0150
103040580160,COSTACCIARO,CM,N,,7,10,UMBRIA,304,TERNI,058,0160
103040580170,DERUTA,CM,N,,7,10,UMBRIA,304,TERNI,058,0170
103040580180,FOLIGNO,CM,M,,7,10,UMBRIA,304,TERNI,058,0180
103040580190,FOSSATO DI VICO,CM,N,,7,10,UMBRIA,304,TERNI,058,0190
103040580200,FRATTA TODINA,CM,N,,7,10,UMBRIA,304,TERNI,058,0200
103040580210,GIANO DELL'UMBRIA,CM,N,,7,10,UMBRIA,304,TERNI,058,0210
103040580220,GUALDO CATTANEO,CM,N,,7,10,UMBRIA,304,TERNI,058,0220
103040580230,GUALDO TADINO,CM,N,,7,10,UMBRIA,304,TERNI,058,0230
103040580240,GUBBIO,CM,M,,7,10,UMBRIA,304,TERNI,058,0240
103040580250,LISCIANO NICCONE,CM,N,,7,10,UMBRIA,304,TERNI,058,0250
103040580260,MAGIONE,CM,N,,7,10,UMBRIA,304,TERNI,058,0260
103040580270,MARSCIANO,CM,M,,7,10,UMBRIA,304,TERNI,058,0270
103040580280,MASSA MARTANA,CM,N,,7,10,UMBRIA,304,TERNI,058,0280
103040580290,MONTE CASTELLO DI VIBIO,CM,N,,7,10,UMBRIA,304,TERNI,058,0290
103040580300,MONTEFALCO,CM,N,,7,10,UMBRIA,304,TERNI,058,0300
103040580310,MONTELEONE DI SPOLETO,CM,N,,7,10,UMBRIA,304,TERNI,058,0310
103040580320,MONTE SANTA MARIA TIBERINA,CM,N,,7,10,UMBRIA,304,TERNI,058,0320
103040580330,MONTONE,CM,N,,7,10,UMBRIA,304,TERNI,058,0330
103040580340,NOCERA UMBRA,CM,N,,7,10,UMBRIA,304,TERNI,058,0340
103040580350,NORCIA,CM,N,,7,10,UMBRIA,304,TERNI,058,0350
103040580360,PACIANO,CM,N,,7,10,UMBRIA,304,TERNI,058,0360
103040580370,PANICALE,CM,N,,7,10,UMBRIA,304,TERNI,058,0370
103040580380,PASSIGNANO SUL TRASIMENO,CM,N,,7,10,UMBRIA,304,TERNI,058,0380
103040580390,PERUGIA,CM,M,,7,10,UMBRIA,304,TERNI,058,0390
103040580400,PIEGARO,CM,N,,7,10,UMBRIA,304,TERNI,058,0400
103040580410,PIETRALUNGA,CM,N,,7,10,UMBRIA,304,TERNI,058,0410
103040580420,POGGIODOMO,CM,N,,7,10,UMBRIA,304,TERNI,058,0420
103040580430,PRECI,CM,N,,7,10,UMBRIA,304,TERNI,058,0430
103040580440,SAN GIUSTINO,CM,N,,7,10,UMBRIA,304,TERNI,058,0440
103040580450,SANT'ANATOLIA DI NARCO,CM,N,,7,10,UMBRIA,304,TERNI,058,0450
103040580460,SCHEGGIA E PASCELUPO,CM,N,,7,10,UMBRIA,304,TERNI,058,0460
103040580470,SCHEGGINO,CM,N,,7,10,UMBRIA,304,TERNI,058,0470
103040580480,SELLANO,CM,N,,7,10,UMBRIA,304,TERNI,058,0480
103040580490,SIGILLO,CM,N,,7,10,UMBRIA,304,TERNI,058,0490
103040580500,SPELLO,CM,N,,7,10,UMBRIA,304,TERNI,058,0500
103040580510,SPOLETO,CM,M,,7,10,UMBRIA,304,TERNI,058,0510
103040580520,TODI,CM,M,,7,10,UMBRIA,304,TERNI,058,0520
103040580530,TORGIANO,CM,N,,7,10,UMBRIA,304,TERNI,058,0530
103040580540,TREVI,CM,N,,7,10,UMBRIA,304,TERNI,058,0540
103040580550,TUORO SUL TRASIMENO,CM,N,,7,10,UMBRIA,304,TERNI,058,0550
103040580560,UMBERTIDE,CM,M,,7,10,UMBRIA,304,TERNI,058,0560
103040580570,VALFABBRICA,CM,N,,7,10,UMBRIA,304,TERNI,058,0570
103040580580,VALLO DI NERA,CM,N,,7,10,UMBRIA,304,TERNI,058,0580
103040580590,VALTOPINA,CM,N,,7,10,UMBRIA,304,TERNI,058,0590
103040800000,TERNI,PR,,,7,10,UMBRIA,304,TERNI,080,0000
103040800010,ACQUASPARTA,CM,N,,7,10,UMBRIA,304,TERNI,080,0010
103040800020,ALLERONA,CM,N,,7,10,UMBRIA,304,TERNI,080,0020
103040800030,ALVIANO,CM,N,,7,10,UMBRIA,304,TERNI,080,0030
103040800040,AMELIA,CM,N,,7,10,UMBRIA,304,TERNI,080,0040
103040800050,ARRONE,CM,N,,7,10,UMBRIA,304,TERNI,080,0050
103040800060,ATTIGLIANO,CM,N,,7,10,UMBRIA,304,TERNI,080,0060
103040800061,AVIGLIANO UMBRO,CM,N,,7,10,UMBRIA,304,TERNI,080,0061
103040800070,BASCHI,CM,N,,7,10,UMBRIA,304,TERNI,080,0070
103040800080,CALVI DELL'UMBRIA,CM,N,,7,10,UMBRIA,304,TERNI,080,0080
103040800090,CASTEL GIORGIO,CM,N,,7,10,UMBRIA,304,TERNI,080,0090
103040800100,CASTEL VISCARDO,CM,N,,7,10,UMBRIA,304,TERNI,080,0100
103040800110,FABRO,CM,N,,7,10,UMBRIA,304,TERNI,080,0110
103040800120,FERENTILLO,CM,N,,7,10,UMBRIA,304,TERNI,080,0120
103040800130,FICULLE,CM,N,,7,10,UMBRIA,304,TERNI,080,0130
103040800140,GIOVE,CM,N,,7,10,UMBRIA,304,TERNI,080,0140
103040800150,GUARDEA,CM,N,,7,10,UMBRIA,304,TERNI,080,0150
103040800160,LUGNANO IN TEVERINA,CM,N,,7,10,UMBRIA,304,TERNI,080,0160
103040800170,MONTECASTRILLI,CM,N,,7,10,UMBRIA,304,TERNI,080,0170
103040800180,MONTECCHIO,CM,N,,7,10,UMBRIA,304,TERNI,080,0180
103040800190,MONTEFRANCO,CM,N,,7,10,UMBRIA,304,TERNI,080,0190
103040800200,MONTEGABBIONE,CM,N,,7,10,UMBRIA,304,TERNI,080,0200
103040800210,MONTELEONE D'ORVIETO,CM,N,,7,10,UMBRIA,304,TERNI,080,0210
103040800220,NARNI,CM,M,,7,10,UMBRIA,304,TERNI,080,0220
103040800230,ORVIETO,CM,M,,7,10,UMBRIA,304,TERNI,080,0230
103040800240,OTRICOLI,CM,N,,7,10,UMBRIA,304,TERNI,080,0240
103040800250,PARRANO,CM,N,,7,10,UMBRIA,304,TERNI,080,0250
103040800260,PENNA IN TEVERINA,CM,N,,7,10,UMBRIA,304,TERNI,080,0260
103040800270,POLINO,CM,N,,7,10,UMBRIA,304,TERNI,080,0270
103040800280,PORANO,CM,N,,7,10,UMBRIA,304,TERNI,080,0280
103040800290,SAN GEMINI,CM,N,,7,10,UMBRIA,304,TERNI,080,0290
103040800300,SAN VENANZO,CM,N,,7,10,UMBRIA,304,TERNI,080,0300
103040800310,STRONCONE,CM,N,,7,10,UMBRIA,304,TERNI,080,0310
103040800320,TERNI,CM,M,,7,10,UMBRIA,304,TERNI,080,0320
